cod_setor,pop,renda_mensal_total
330455705110222,573,3465654
330455705110223,345,1430834
330455705110224,717,4037290
330455705110225,612,3509549
330455705110226,521,2904591
330455705110227,922,4607979
330455705110228,349,1346599
330455705110229,518,2864202
330455705110230,601,2960619
330455705110231,531,2917801
330455705110232,309,1386146
330455705110233,549,2948773
330455705110234,568,3190416
330455705110235,360,2231470
330455705110236,1044,5233005
330455705110237,456,1607316
330455705110238,686,3809740
330455705110239,429,2224598
330455705110240,472,2111853
330455705110241,637,3139957
330455705110242,437,3171014
330455705110243,962,4559443
330455705110244,607,2385727
330455705110245,437,2060332
330455705110246,482,1889384
330455705110247,376,1226393
330455705110248,473,1467734
330455705110249,356,1511070
330455705110250,458,2068288
330455705110251,688,3814073
330455705110252,220,1205410
330455705110253,814,2820827
330455705110254,568,1271013
330455705110255,233,543063
330455705110256,368,1173739
330455705110257,159,369398
330455705110258,271,201000
330455705110259,561,1950496
330455705110260,376,2139952
330455705110261,376,1546389
330455705110262,505,1675015
330455705110263,378,1716298
330455705110264,442,1560136
330455705110265,560,2313984
330455705110266,629,2258478
330455705110267,586,2429093
330455705110268,738,851162
330455705110269,698,2695571
330455705110270,398,1660800
330455705110271,585,2498267
330455705110272,700,3583516
330455705110273,439,2039963
330455705110274,334,1080869
330455705110275,505,2228836
330455705110276,763,3552380
330455705110277,429,1812500
330455705110278,413,1499089
330455705110279,376,1857347
330455705110280,359,1583649
330455705110281,761,3485307
330455705110282,651,3363311
330455705110283,708,2645340
330455705110284,527,288357
330455705110285,776,2383972
330455705110286,732,701678
330455705110287,482,558581
330455705110288,694,334611
330455705110289,155,708740
330455705110290,632,357375
330455705110291,765,394609
330455705110292,1142,570482
330455705110293,838,445370
330455705110294,315,126484
330455705110295,985,507392
330455705110296,628,300570
330455705110297,505,226394
330455705110298,458,154330
330455705110299,1369,499561
330455705110300,339,164781
330455705110301,416,149880
330455705110302,668,3302180
330455705110303,475,2917631
330455705110304,757,2021054
330455705110305,847,3155737
330455705110306,258,1444512
330455705110307,1453,7177744
330455705110308,862,5421278
330455705110309,1219,2480500
330455705110310,739,5980350
330455705110311,322,161320
330455705110312,712,8004641
330455705110313,797,3160696
330455705110314,207,103333
330455705110316,74,341037
330455705110317,432,2264921
330455705110318,422,1730000
330455705110319,595,3144775
330455705110320,723,3638148
330455705110321,337,388132
330455705110322,519,2399055
330455705110323,420,1692301
330455705110324,1096,621096
330455705110325,301,204073
330455705110326,768,298703
330455705110327,624,227003
330455705110328,941,347565
330455705110329,436,259665
330455705110330,337,1867453
330455705110331,611,3462170
330455705110332,529,3681585
330455705110334,215,917291
330455705110335,543,207883
330455705110336,289,1452612
330455705110337,221,1236542
330455705110338,124,659917
330455705110339,260,1366402
330455705110340,480,1960320
330455705110341,569,3775616
330455705110342,215,586330
330455705110343,970,654518
330455705110344,353,213163
330455705110345,122,141965
330455705110346,397,292452
330455705110347,319,244151
330455705120001,1096,785669
330455705120002,284,247530
330455705120003,891,1012725
330455705120004,611,548026
330455705120005,700,579463
330455705120006,812,400030
330455705120007,701,328326
330455705120008,555,235932
330455705120009,742,410951
330455705120010,1111,580254
330455705120011,1414,606263
330455705120012,394,188735
330455705120013,751,704458
330455705120014,590,586665
330455705120015,908,865333
330455705120016,333,320978
330455705120017,38,93090
330455705120018,767,565838
330455705120019,422,271969
330455705120020,500,440254
330455705120021,449,417397
330455705120022,860,811641
330455705120023,890,484001
330455705120025,165,190200
330455705120026,522,310335
330455705120027,538,223899
330455705120028,800,664630
330455705120029,672,260633
330455705120030,401,155774
330455705120031,1363,464584
330455705120032,763,249715
330455705120033,1172,335388
330455705120034,849,232051
330455705120035,120,48655
330455705120036,598,236808
330455705120037,854,440652
330455705120038,1233,368352
330455705120039,618,195058
330455705120040,298,113241
330455705120041,397,109783
330455705120042,193,91690
330455705120043,262,195091
330455705120044,1001,409232
330455705120045,1006,417546
330455705120046,575,299063
330455705120047,1227,664055
330455705120048,592,358542
330455705120049,449,209180
330455705120050,638,412628
330455705120051,776,410092
330455705120052,607,298036
330455705120053,849,476482
330455705120054,248,132708
330455705120055,978,659560
330455705120056,691,474526
330455705120057,1015,835749
330455705120058,693,617793
330455705120059,709,864503
330455705120060,554,682424
330455705120061,786,799895
330455705120062,276,209013
330455705120063,268,298089
330455705120064,471,339072
330455705120065,455,440649
330455705120066,517,781485
330455705120067,195,202991
330455705120068,483,637113
330455705120069,803,795710
330455705120070,764,560703
330455705120071,237,285066
330455705120072,1003,993811
330455705120073,485,478721
330455705120074,396,266720
330455705120075,403,446520
330455705120076,389,363267
330455705120077,483,709047
330455705120078,423,636104
330455705120079,416,1066380
330455705120080,572,1018955
330455705120081,362,392553
330455705120082,742,753143
330455705120083,670,755329
330455705120084,441,623688
330455705120085,499,332109
330455705120086,395,456507
330455705120087,627,978770
330455705120088,673,809319
330455705120089,394,281830
330455705120090,NA,X
330455705120091,515,562605
330455705120092,455,663223
330455705120093,427,299866
330455705120094,668,400066
330455705120095,784,342331
330455705120096,970,903263
330455705120097,1016,490559
330455705120098,474,292385
330455705120099,620,362955
330455705120100,806,446492
330455705120101,451,212720
330455705120102,663,447541
330455705120103,77,67130
330455705120104,219,121151
330455705120105,403,183678
330455705120106,501,119292
330455705120107,487,276549
330455705120108,671,502085
330455705120109,43,40560
330455705120110,602,300628
330455705120111,175,212497
330455705120112,1795,862847
330455705120113,304,312785
330455705120114,307,120759
330455705120115,902,453052
330455705120116,19,17800
330455705120117,443,229997
330455705120118,672,355731
330455705120119,169,99469
330455705120120,239,190282
330455705120121,6,X
330455705120122,18,11351
330455705120123,219,169410
330455705120124,87,93850
330455705120125,351,523288
330455705120126,8,X
330455705120127,4,X
330455705120129,164,141775
330455705120130,464,732631
330455705120131,641,1596361
330455705120132,352,90042
330455705120133,466,111615
330455705120134,758,171246
330455705120135,152,72950
330455705120136,274,181241
330455705120137,493,189741
330455705120138,372,181681
330455705120139,814,197073
330455705120140,428,128094
330455705120141,231,85787
330455705120142,201,83160
330455705120143,359,167445
330455705120144,287,91714
330455705120145,177,82796
330455705120146,1434,779263
330455705120147,108,76537
330455705120148,115,80688
330455705120149,94,53346
330455705120150,554,247496
330455705120151,442,92031
330455705120152,472,112166
330455705130001,321,739040
330455705130002,385,902183
330455705130003,249,536839
330455705130004,730,1580085
330455705130005,688,1653116
330455705130006,772,1818191
330455705130007,688,1645234
330455705130008,308,625810
330455705130009,664,1598015
330455705130010,860,2922976
330455705130011,674,1918567
330455705130012,460,885486
330455705130013,559,1256011
330455705130014,621,1939033
330455705130015,470,652467
330455705130016,418,1243950
330455705130017,687,1986495
330455705130018,766,2553915
330455705130019,601,1614601
330455705130020,860,2879206
330455705130021,414,1917286
330455705130022,223,897690
330455705130023,524,1461074
330455705130024,552,1539425
330455705130026,478,1155047
330455705130027,415,1117434
330455705130028,447,1134276
330455705130029,755,2108306
330455705130030,720,1370951
330455705130031,722,1919913
330455705130032,808,2151786
330455705130033,561,1918834
330455705130034,534,1409218
330455705130035,381,970805
330455705130036,518,1296750
330455705130037,514,1319945
330455705130038,353,668023
330455705130039,561,1002580
330455705130040,644,899365
330455705130041,396,139454
330455705130042,308,106148
330455705130043,507,137867
330455705130044,353,136520
330455705130045,514,119180
330455705130046,466,138014
330455705130047,266,113278
330455705130048,339,143055
330455705130049,728,2526203
330455705130050,582,1127092
330455705130051,257,439121
330455705130052,617,1648911
330455705130053,806,3082505
330455705130055,601,2442719
330455705130056,532,1806823
330455705130057,776,2657769
330455705130058,684,2237604
330455705130059,485,1698792
330455705130060,631,2429998
330455705130061,405,1011685
330455705130062,583,2153911
330455705130063,427,1036863
330455705130064,816,2563700
330455705130065,762,1897441
330455705130066,797,2479256
330455705130067,364,1136801
330455705130068,935,2629118
330455705130069,914,2942886
330455705130070,521,1742593
330455705130071,488,1572548
330455705130072,602,1425500
330455705130073,368,871082
330455705130074,236,700740
330455705130075,514,2053697
330455705130076,557,1961700
330455705130077,580,1958974
330455705130078,619,1825270
330455705130079,636,1802175
330455705130080,615,1588356
330455705130081,482,1351775
330455705130082,898,3474356
330455705130083,703,1718293
330455705130084,712,1676408
330455705130085,526,1279134
330455705130086,13,X
330455705130087,722,1931515
330455705130088,619,2013011
330455705130089,475,1135667
330455705130090,531,1029206
330455705130091,757,1646011
330455705130092,407,1097150
330455705130093,729,1993789
330455705130094,965,3107601
330455705130095,530,1247840
330455705130096,579,1488765
330455705130097,548,1528923
330455705130098,536,1632276
330455705130099,788,2151746
330455705130100,472,1223834
330455705130101,501,1412403
330455705130102,389,889497
330455705130103,412,1010830
330455705130104,448,1352944
330455705130105,497,1379290
330455705130106,494,1473256
330455705130107,509,1518665
330455705130108,503,1554038
330455705130109,450,1229093
330455705130110,576,1373361
330455705130111,839,2435645
330455705130112,262,591258
330455705130113,462,1092553
330455705130114,486,1973728
330455705130115,422,1153850
330455705130116,384,1247289
330455705130117,747,2118018
330455705130118,424,1199791
330455705130119,950,2068893
330455705130120,52,237516
330455705130121,740,2445985
330455705130122,814,1585366
330455705130123,636,1572740
330455705130124,494,1217889
330455705130125,461,1113774
330455705130126,449,1063583
330455705130127,659,1595220
330455705130128,656,1685336
330455705130129,780,2216811
330455705130130,567,1326130
330455705130131,306,611385
330455705130132,593,1636069
330455705130133,612,1743672
330455705130134,551,1254432
330455705130135,508,1548758
330455705130136,756,2629653
330455705130137,800,1827865
330455705130138,832,2274726
330455705130139,707,2103833
330455705130140,661,1552394
330455705130141,760,2358326
330455705130142,876,1935506
330455705130143,458,1088142
330455705130144,502,1236320
330455705130145,585,1640781
330455705130146,635,1663957
330455705130147,813,2316356
330455705130148,578,1206762
330455705130149,618,1566859
330455705130150,628,1456989
330455705130151,449,548542
330455705130152,746,1459514
330455705130153,1412,589670
330455705130154,176,55195
330455705130155,274,84949
330455705130156,1177,467565
330455705130157,169,47579
330455705130158,54,15180
330455705130159,786,1492077
330455705130160,685,907298
330455705130161,817,1625910
330455705130162,705,1805149
330455705130163,469,1129271
330455705130164,771,2363756
